iter	Logloss
322	0.2103059966
323	0.2102507658
324	0.2102109962
325	0.2101978654
326	0.210164726
327	0.2101244566
328	0.2100804341
329	0.2100727676
330	0.2100257107
331	0.2100142826
332	0.2099816857
333	0.2099402858
334	0.2099222641
335	0.209873127
336	0.2098473505
337	0.2098313847
338	0.2098291455
339	0.2098078725
340	0.2097811948
341	0.2097466407
342	0.2096843794
343	0.2096600566
344	0.2095892545
345	0.2095571293
346	0.2095067231
347	0.2094520881
348	0.2093866946
349	0.2093397486
350	0.2092428726
351	0.2092024354
352	0.2091692823
353	0.2091215332
354	0.2090536097
355	0.2090470743
356	0.2089848633
357	0.2089426345
358	0.2088862855
359	0.208864999
360	0.2088229406
361	0.2087411364
362	0.2086869355
363	0.2086023721
364	0.2085448369
365	0.2085211585
366	0.208490219
367	0.2084792935
368	0.2084521152
369	0.2084182696
370	0.2083330342
371	0.2083205961
372	0.208259641
373	0.2082333327
374	0.2081770229
375	0.2081601879
376	0.2081400518
377	0.2080665074
378	0.2080605884
379	0.2080303636
380	0.2079851526
381	0.2079251473
382	0.207899965
383	0.2078657816
384	0.2078255666
385	0.2078002865
386	0.2077728057
387	0.2077317844
388	0.2077199059
389	0.2076667625
390	0.2076252058
391	0.2075952409
392	0.2075908282
393	0.2075473628
394	0.2075285686
395	0.2074979173
396	0.2074535852
397	0.2074239438
398	0.207418059
399	0.2074036745
400	0.207354106
401	0.2073467433
402	0.2073255169
403	0.2072836221
404	0.2072211511
405	0.2071735768
406	0.2071414834
407	0.2071202045
408	0.2070767812
409	0.2070587622
410	0.2069845005
411	0.2069239351
412	0.2069205857
413	0.2069012772
414	0.206888568
415	0.2068723313
416	0.2068398953
417	0.2068138192
418	0.2067574513
419	0.2067384477
420	0.2067357081
421	0.2067150595
422	0.2066743902
423	0.2066689547
424	0.2066220626
425	0.2065871635
426	0.2065322186
427	0.206496691
428	0.2064665485
429	0.2064167014
430	0.2063775335
431	0.2063419665
432	0.2063228425
433	0.2062889056
434	0.2062722486
435	0.2062400889
436	0.2062038937
437	0.2061984716
438	0.2061294342
439	0.2060757767
440	0.206051484
441	0.206046192
442	0.2060378811
443	0.2059978518
444	0.2059843139
445	0.2059588622
446	0.2059313497
447	0.2058908734
448	0.2058617021
449	0.2058460719
450	0.2058394928
451	0.2058037908
452	0.2058037888
453	0.2057471656
454	0.2057275962
455	0.2057053643
456	0.2056748867
457	0.205630693
458	0.2056251942
459	0.2055735479
460	0.2055467998
461	0.2054884311
462	0.2054527
463	0.2054280451
464	0.2054045904
465	0.2053910133
466	0.205324982
467	0.2053087272
468	0.2053049983
469	0.2052789567
470	0.2052177345
471	0.2051491322
472	0.205115913
473	0.2050807264
474	0.2050549712
475	0.2050394267
476	0.2050274119
477	0.2050178779
478	0.2049901192
479	0.2049314386
480	0.2049275362
481	0.204884822
482	0.2048353808
483	0.2047768925
484	0.2047642433
485	0.2047614387
486	0.2047256339
487	0.2046799196
488	0.2046638426
489	0.2046285326
490	0.2045912498
491	0.2045844486
492	0.2045632426
493	0.2045225858
494	0.2044978729
495	0.2044752824
496	0.2044500566
497	0.2043961921
498	0.2043549962
499	0.2043266378
500	0.2042185586
501	0.2042006456
502	0.2041710939
503	0.2041448472
504	0.2040906408
505	0.204056682
506	0.2040421331
507	0.2039791234
508	0.2039595601
509	0.2039348777
510	0.2038827498
511	0.2038541761
512	0.2037951447
513	0.203769561
514	0.2036899423
515	0.2036726209
516	0.2036439742
517	0.2036234201
518	0.2035635871
519	0.2035369609
520	0.2035140055
521	0.2034878547
522	0.2034639974
523	0.2033993869
524	0.2033422771
525	0.2033219498
526	0.203250312
527	0.2031976162
528	0.2031806013
529	0.203154911
530	0.2031220584
531	0.2030477065
532	0.2030477054
533	0.2030108416
534	0.2029722776
535	0.202952833
536	0.2029156055
537	0.2028478203
538	0.2027820136
539	0.2027539642
540	0.202735673
541	0.202722265
542	0.2027221708
543	0.2026784335
544	0.2026383647
545	0.2025337113
546	0.2025153862
547	0.2024863032
548	0.2024606945
549	0.2024521337
550	0.2024233779
551	0.2023973618
552	0.2023611226
553	0.202328276
554	0.2022625441
555	0.2021875125
556	0.2021375704
557	0.2021050801
558	0.2020679807
559	0.2020251737
560	0.201997016
561	0.2019968319
562	0.2019595328
563	0.2019253586
564	0.2019022837
565	0.2018560475
566	0.2018299403
567	0.2017906079
568	0.2017348166
569	0.2017219971
570	0.2017160865
571	0.201682635
572	0.2016614791
573	0.2016375731
574	0.2015798849
575	0.2015497327
576	0.2015315415
577	0.2015081378
578	0.2014763977
579	0.2014433129
580	0.2014333979
581	0.2014138617
582	0.2013773697
583	0.2013331393
584	0.2013001014
585	0.2012528226
586	0.2011963672
587	0.2011479755
588	0.201113325
589	0.2010782074
590	0.201047435
591	0.2010391005
592	0.2009828448
593	0.2009378123
594	0.2009109504
595	0.2008755212
596	0.2007976778
597	0.2007729356
598	0.2007558332
599	0.2007098297
600	0.2006347978
601	0.2006115796
602	0.2005505162
603	0.2004974066
604	0.2004519524
605	0.2004473176
606	0.2004119888
607	0.2003413339
608	0.2003164737
609	0.200275775
610	0.2002285025
611	0.2002239919
612	0.2001558444
613	0.2001234884
614	0.2000932077
615	0.2000608997
616	0.2000247454
617	0.1999863101
618	0.1999599582
619	0.1999455901
620	0.1998955025
621	0.1998729612
622	0.1998688504
623	0.1998653502
624	0.1998581354
625	0.199833014
626	0.1997862054
627	0.1997492889
628	0.1997012311
629	0.1996797073
630	0.1996534463
631	0.1996475048
632	0.1995899721
633	0.1995513698
634	0.1995352221
635	0.1995007967
636	0.1994781747
637	0.1994678226
638	0.1994556168
639	0.1994147529
640	0.1993771926
641	0.1993481686
642	0.1993354224
643	0.1992949819
644	0.1992682215
645	0.1992162592
646	0.199170679
647	0.1991370001
648	0.1991204203
649	0.1991023744
650	0.1990560383
651	0.1990363576
652	0.1990232556
653	0.1990086988
654	0.1989825889
655	0.1989497017
656	0.1988871796
657	0.198877053
658	0.1988381719
659	0.198794567
660	0.1987794079
661	0.198740035
662	0.1986745631
663	0.1986576815
664	0.1986227923
665	0.1985866618
666	0.1985825228
667	0.1985589282
668	0.1985319058
669	0.1984865226
670	0.1984229958
671	0.1983844662
672	0.1983744508
673	0.1983587349
674	0.1983397372
675	0.1983158352
676	0.1983019701
677	0.1982381255
678	0.1981852536
679	0.1981719997
680	0.1981438018
681	0.1981321925
682	0.1981116354
683	0.1980563366
684	0.1980321701
685	0.198021537
686	0.1979918745
687	0.1979804858
688	0.1979705135
689	0.1979591866
690	0.1979185891
691	0.1978852453
692	0.1978818656
693	0.1978732469
694	0.1978378104
695	0.197826711
696	0.1978010431
697	0.1977618566
698	0.1977360607
699	0.1976836015
700	0.1976701236
701	0.1976462839
702	0.1976208881
703	0.1975652401
704	0.1975321916
705	0.197465551
706	0.1974276618
707	0.1973984489
708	0.1973670491
709	0.1973425049
710	0.1973298502
711	0.1973015208
712	0.1972900683
713	0.1972743476
714	0.1972538888
715	0.1972441979
716	0.1972407029
717	0.1972184617
718	0.1972053672
719	0.1971785658
720	0.1971541835
721	0.197117427
722	0.1970645224
723	0.1970477743
724	0.1970006542
725	0.196977515
726	0.196957763
727	0.1968917508
728	0.1968594924
729	0.1968417094
730	0.1968086878
731	0.1967389239
732	0.1967206797
733	0.1967053495
734	0.196670588
735	0.1966525054
736	0.1966099498
737	0.1965685732
738	0.1965297366
739	0.1965102797
740	0.196473163
741	0.1964240129
742	0.1964061504
743	0.1963557893
744	0.1963529552
745	0.196321716
746	0.1962822021
747	0.1962376257
748	0.1962179601
749	0.1961837328
750	0.1961625629
751	0.1961485142
752	0.1961136031
753	0.1960795161
754	0.1960024809
755	0.1959407976
756	0.1959233785
757	0.1958945494
758	0.1958804925
759	0.1958496604
760	0.1958040441
761	0.195776141
762	0.1957191229
763	0.1956767662
764	0.195659174
765	0.1956298486
766	0.1956197205
767	0.1955822516
768	0.1955604689
769	0.1955412178
770	0.1954716444
771	0.1954448976
772	0.1954142722
773	0.1953967829
774	0.1953470909
775	0.1953302144
776	0.1953007943
777	0.195280477
778	0.1952374078
779	0.1952174586
780	0.1951948575
781	0.1951203008
782	0.1950911238
783	0.1950704057
784	0.1950427982
785	0.1950107122
786	0.1949920075
787	0.1949436602
788	0.194917156
789	0.1948942722
790	0.1948699442
791	0.1948698965
792	0.1948566406
793	0.1948168374
794	0.1947771081
795	0.1947461568
796	0.1946933771
797	0.1946595043
798	0.194631108
799	0.1945957932
800	0.1945595681
801	0.1945305924
802	0.1944896339
803	0.1944806591
804	0.194393539
805	0.1943528554
806	0.1943371163
807	0.1943102836
808	0.1942818496
809	0.1942577304
810	0.1942266872
811	0.1941889304
812	0.1941627897
813	0.1941403681
814	0.1941109729
815	0.1940746285
816	0.1940713131
817	0.1940461756
818	0.194004045
819	0.1939617677
820	0.1939362469
821	0.1938983199
822	0.1938692595
823	0.193839772
824	0.1937989246
825	0.1937960889
826	0.1937718317
827	0.1937410152
828	0.1937028524
829	0.1936584599
830	0.1936175627
831	0.1935724898
832	0.1935219672
833	0.1934916172
834	0.1934697886
835	0.193461548
836	0.1934097867
837	0.1933807677
838	0.1933700197
839	0.1933517287
840	0.1932902861
841	0.1932690038
842	0.1932485395
843	0.1932284377
844	0.1931774314
845	0.1931522709
846	0.1931370579
847	0.1931000454
848	0.1930807968
849	0.1930432649
850	0.1929918266
851	0.1929167386
852	0.1928838995
853	0.192855329
854	0.1928044057
855	0.1927528679
856	0.1927417316
857	0.192739556
858	0.1927159567
859	0.1926730967
860	0.1926552863
861	0.192610143
862	0.1925803894
863	0.1925429705
864	0.1924965283
865	0.1924627545
866	0.1924478515
867	0.192446027
868	0.1923910408
869	0.1923540238
870	0.1923391635
871	0.1923347936
872	0.1923124254
873	0.1922900686
874	0.1922204767
875	0.1921915386
876	0.1921688767
877	0.1921575359
878	0.1921206097
879	0.1920954085
880	0.1920953989
881	0.1920673341
882	0.1919970816
883	0.1919785782
884	0.1919597986
885	0.1919213576
886	0.1918942639
887	0.1918649944
888	0.1918276242
889	0.1917963581
890	0.1917700022
891	0.1917427388
892	0.1917036866
893	0.1916740473
894	0.1916404563
895	0.1916234952
896	0.1915591289
897	0.1915386491
898	0.1915119457
899	0.191501909
900	0.1914655797
901	0.1914353776
902	0.1914151863
903	0.1913665251
904	0.1913296068
905	0.1912861251
906	0.1912710214
907	0.1912648292
908	0.191251335
909	0.1911846167
910	0.1911759922
911	0.1911068395
912	0.1910817621
913	0.1910447899
914	0.1909983873
915	0.1909797673
916	0.1909502277
917	0.1909040347
918	0.1908912593
919	0.190859649
920	0.1908200238
921	0.1907807874
922	0.1907713754
923	0.1907569249
924	0.1907380182
925	0.1907251393
926	0.1907193525
927	0.1906773475
928	0.190647388
929	0.1906221004
930	0.1905840937
931	0.1905389354
932	0.1904972954
933	0.1904727765
934	0.1904369023
935	0.1903726577
936	0.1903434236
937	0.1903243159
938	0.1903128529
939	0.190297548
940	0.1902479523
941	0.1901697465
942	0.1901378742
943	0.1901169304
944	0.1901045999
945	0.1900596138
946	0.1900183034
947	0.1900109015
948	0.1899829508
949	0.1899559223
950	0.1899383744
951	0.18987559
952	0.1898447616
953	0.1898082263
954	0.1897736545
955	0.189719708
956	0.1896598527
957	0.1896024048
958	0.1895759179
959	0.1895433038
960	0.1894858753
961	0.18946831
962	0.1894529221
963	0.1894422139
964	0.1894263168
965	0.1894062569
966	0.1893698205
967	0.1893271064
968	0.1893009954
969	0.1892825471
970	0.1892480514
971	0.1891946176
972	0.1891625116
973	0.1891302291
974	0.1891269385
975	0.1891052419
976	0.1890872736
977	0.1890591558
978	0.189023048
979	0.1889887031
980	0.1889613067
981	0.1889316337
982	0.1888868928
983	0.1888756162
984	0.1888394027
985	0.1888328072
986	0.1888031463
987	0.188758559
988	0.1887161608
989	0.1886966607
990	0.1886678505
991	0.1886373968
992	0.1886131377
993	0.1885967641
994	0.1885936579
995	0.1885739974
996	0.1885634616
997	0.1885572324
998	0.1885362654
999	0.1884795727
